customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,multiple_lines_no,multiple_lines_no_phone_service,multiple_lines_yes,online_security_no,online_security_no_internet_service,online_security_yes,online_backup_no,online_backup_no_internet_service,online_backup_yes,device_protection_no,device_protection_no_internet_service,device_protection_yes,tech_support_no,tech_support_no_internet_service,tech_support_yes,streaming_tv_no,streaming_tv_no_internet_service,streaming_tv_yes,streaming_movies_no,streaming_movies_no_internet_service,streaming_movies_yes,contract_type_month-to-month,contract_type_one_year,contract_type_two_year,internet_service_type_dsl,internet_service_type_fiber_optic,internet_service_type_none,payment_type_bank_transfer_(automatic),payment_type_credit_card_(automatic),payment_type_electronic_check,payment_type_mailed_check
8990-ZXLSU,Female,Non-Senior,No,No,9,Yes,No,No,No,No,No,No,No,No,69.05,651.5,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
8992-CEUEN,Female,Non-Senior,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,18.85,18.85,0,Month-to-month,None,Electronic check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No
8992-JQYUN,Male,Non-Senior,Yes,No,1,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,50.35,50.35,1,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
8992-OBVDG,Male,Non-Senior,No,No,21,Yes,No,No,No,Yes,No,No,Yes,No,61.65,1393.6,0,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes
8992-VONJD,Female,Non-Senior,No,Yes,13,Yes,No,Yes,Yes,No,No,No,No,Yes,56.0,764.55,0,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
8993-IZEUX,Male,Non-Senior,No,No,7,Yes,No,No,No,No,No,No,No,No,69.15,488.65,0,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
8993-PHFWD,Female,Non-Senior,No,No,3,No,No phone service,No,No,No,No,No,No,No,25.25,58.9,1,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
8996-ZROXE,Male,Senior,No,No,57,Yes,No,No,No,Yes,Yes,No,No,Yes,53.5,3035.8,0,One year,DSL,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No
8999-BOHSE,Female,Senior,No,No,11,Yes,No,No,No,No,No,Yes,Yes,No,89.7,1047.7,1,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
8999-EXMNO,Female,Non-Senior,Yes,Yes,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,387.7,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
8999-XXGNS,Female,Senior,Yes,No,72,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.75,7629.85,0,One year,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
8999-YPYBV,Male,Non-Senior,Yes,Yes,45,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,84.35,3858.05,0,Two year,DSL,Mailed check,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
9000-PLFUZ,Female,Senior,Yes,No,60,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,49.45,2907.55,0,Two year,DSL,Credit card (automatic),No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
9003-CPATH,Male,Non-Senior,No,No,42,Yes,Yes,No,No,Yes,No,No,No,No,79.9,3313.4,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
9013-AQORL,Female,Non-Senior,No,Yes,48,No,No phone service,No,Yes,Yes,No,No,Yes,No,45.55,2108.35,0,Month-to-month,DSL,Credit card (automatic),No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No
9018-PCIOK,Female,Non-Senior,No,No,55,Yes,No,No,Yes,Yes,No,No,Yes,Yes,64.75,3617.1,0,Two year,DSL,Mailed check,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
9019-QVLZD,Female,Non-Senior,No,No,1,Yes,No,No,No,No,No,Yes,No,No,79.55,79.55,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
9025-AOMKI,Female,Non-Senior,No,No,6,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.55,536.4,1,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
9025-ZRPVR,Male,Non-Senior,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,18.95,185.6,1,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
9026-LHEVG,Female,Non-Senior,No,No,9,No,No phone service,No,Yes,No,No,No,Yes,No,40.75,359.4,0,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
9026-RNUJS,Male,Senior,No,No,5,Yes,No,No,No,Yes,No,No,No,No,50.35,237.25,1,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
9027-TMATR,Female,Non-Senior,Yes,No,43,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,78.8,3460.3,0,Two year,DSL,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
9027-YFHQJ,Male,Non-Senior,No,No,7,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.05,152.95,0,Month-to-month,None,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No
9028-LIHRP,Male,Non-Senior,Yes,Yes,71,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,100.2,7209.0,0,Two year,Fiber optic,Credit card (automatic),Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
9029-FEGVJ,Female,Senior,Yes,No,32,Yes,Yes,No,No,Yes,No,No,No,No,79.3,2570.0,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
9030-QGZNL,Female,Non-Senior,No,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.85,161.65,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
9031-ZVQPT,Male,Non-Senior,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.2,7840.6,0,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
9033-EOXWV,Female,Non-Senior,No,No,12,Yes,Yes,No,No,No,Yes,Yes,Yes,No,74.05,872.65,1,One year,DSL,Mailed check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
9036-CSKBW,Female,Non-Senior,No,No,51,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,107.45,5680.9,0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
9039-RBEEE,Male,Non-Senior,No,No,39,No,No phone service,Yes,Yes,No,Yes,Yes,No,Yes,48.95,1880.85,1,Month-to-month,DSL,Credit card (automatic),No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No
9039-ZVJDC,Male,Non-Senior,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.1,53.05,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
9040-KZVWO,Male,Non-Senior,No,No,26,Yes,No,No,Yes,No,No,No,No,No,75.5,2018.1,0,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
9046-DQMTP,Male,Non-Senior,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.75,739.9,0,Month-to-month,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No
9046-JBFWA,Male,Non-Senior,No,Yes,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.15,537.35,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
9048-JVYVF,Male,Non-Senior,No,No,3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,69.35,191.35,1,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
9050-IKDZA,Female,Senior,No,No,2,Yes,No,No,No,No,No,Yes,No,No,81.5,162.55,0,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
9050-QLROH,Male,Non-Senior,No,No,18,Yes,Yes,No,No,Yes,No,No,Yes,Yes,90.7,1597.25,1,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
9052-DHNKM,Male,Non-Senior,No,No,26,Yes,Yes,Yes,Yes,No,No,No,No,No,61.55,1581.95,0,One year,DSL,Electronic check,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No
9052-VKDUW,Female,Senior,Yes,No,65,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,109.4,7227.45,0,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
9053-EJUNL,Male,Non-Senior,No,No,41,Yes,Yes,No,Yes,No,No,Yes,No,Yes,89.2,3645.75,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
9053-JZFKV,Male,Non-Senior,No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,116.2,7752.3,1,Two year,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
9054-FOWNV,Male,Non-Senior,Yes,Yes,22,Yes,Yes,No,No,Yes,No,Yes,No,Yes,88.75,1885.15,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
9055-MOJJJ,Female,Non-Senior,Yes,Yes,64,Yes,No,Yes,No,No,Yes,Yes,No,No,65.8,4068.0,0,One year,DSL,Mailed check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
9057-MSWCO,Male,Senior,Yes,No,27,No,No phone service,Yes,No,No,No,No,No,No,30.75,805.1,1,Month-to-month,DSL,Credit card (automatic),No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No
9057-SIHCH,Female,Non-Senior,No,No,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,96.6,291.9,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9058-CBREO,Female,Senior,No,No,1,Yes,Yes,No,No,No,No,No,No,No,50.55,50.55,1,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
9058-HRZSV,Female,Senior,Yes,No,65,Yes,No,Yes,Yes,Yes,No,No,Yes,No,94.4,6126.15,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9058-MJLZC,Female,Non-Senior,No,No,24,Yes,No,Yes,No,No,No,Yes,Yes,Yes,94.6,2283.15,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9060-HJJRW,Female,Non-Senior,No,No,51,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,56.4,2928.5,0,One year,DSL,Credit card (automatic),No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
9061-TIHDA,Male,Senior,Yes,No,13,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.25,1233.65,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9063-ZGTUY,Female,Non-Senior,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.4,1182.55,1,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
9065-ZCPQX,Male,Non-Senior,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,78.85,5763.15,0,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
9066-QRSDU,Female,Non-Senior,Yes,No,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,26.3,1763.55,0,One year,None,Electronic check,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No
9067-SQTNS,Male,Non-Senior,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.6,926.0,0,One year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No
9067-YGSCA,Female,Non-Senior,No,No,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,26.05,1856.4,0,One year,None,Credit card (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No
9068-FHQHD,Female,Non-Senior,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,777.35,0,Two year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
9068-VPWQQ,Male,Non-Senior,Yes,No,61,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,75.35,4729.3,0,Two year,DSL,Credit card (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
9069-LGEUL,Male,Non-Senior,Yes,No,23,Yes,No,Yes,No,No,No,No,Yes,Yes,59.95,1406.0,0,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No
9070-BCKQP,Female,Non-Senior,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,110.15,7881.2,0,Two year,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
9073-ZZIAY,Male,Non-Senior,Yes,Yes,62,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,86.1,5215.25,0,Two year,DSL,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
9074-KGVOX,Male,Non-Senior,Yes,Yes,50,No,No phone service,Yes,No,No,No,Yes,No,Yes,39.45,2021.35,0,Month-to-month,DSL,Credit card (automatic),No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No
9076-AXYIK,Male,Senior,Yes,No,64,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,102.1,6538.45,0,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
9079-LWTFD,Male,Non-Senior,No,No,47,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,100.75,4669.2,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
9079-YEXQJ,Female,Non-Senior,No,No,54,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,111.1,6014.85,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9081-WWXKP,Female,Non-Senior,Yes,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,873.4,0,Two year,None,Credit card (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No
9084-OAYKL,Male,Non-Senior,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.8,1212.25,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
9086-YJYXS,Male,Non-Senior,Yes,Yes,34,Yes,Yes,No,No,Yes,No,Yes,Yes,No,77.2,2753.8,0,One year,DSL,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
9087-EYCPR,Female,Non-Senior,No,No,60,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.0,1505.05,0,Two year,None,Mailed check,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
9089-UOWJG,Female,Non-Senior,Yes,Yes,12,Yes,No,No,No,Yes,No,Yes,No,Yes,58.35,740.55,0,Month-to-month,DSL,Credit card (automatic),Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No
9090-SGQXL,Male,Senior,Yes,No,68,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.3,7299.65,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9091-WTUUY,Male,Non-Senior,Yes,Yes,64,Yes,No,Yes,No,Yes,Yes,Yes,No,No,69.25,4447.75,0,Two year,DSL,Mailed check,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
9092-GDZKO,Male,Non-Senior,No,No,22,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.85,493.4,0,Month-to-month,None,Credit card (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No
9093-FPDLG,Female,Non-Senior,No,No,11,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,94.2,999.9,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9094-AZPHK,Female,Non-Senior,No,No,15,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.15,1415.0,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9095-HFAFX,Female,Non-Senior,No,No,5,Yes,No,No,No,No,No,Yes,No,Yes,81.0,389.6,1,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
9097-ZUBYC,Male,Non-Senior,Yes,No,14,Yes,No,No,No,No,Yes,No,No,No,48.8,664.4,0,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
9099-FTUHS,Female,Non-Senior,No,No,23,Yes,Yes,Yes,No,No,No,No,No,No,54.4,1249.25,0,Month-to-month,DSL,Electronic check,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
9101-BWFSS,Female,Non-Senior,Yes,No,50,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,108.55,5610.7,1,One year,Fiber optic,Electronic check,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
9101-NTIXF,Male,Non-Senior,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,50.6,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
9102-IAYHT,Female,Non-Senior,Yes,Yes,17,Yes,Yes,No,No,No,No,No,Yes,Yes,85.45,1451.6,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
9102-OXKFY,Male,Non-Senior,No,No,59,Yes,Yes,No,No,Yes,No,No,No,No,54.15,3116.15,0,Two year,DSL,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No
